100 10000
2 38 88461.5
2 39 9779.8
2 40 69336.0
2 41 2649.1
2 42 24704.2
2 43 34127.0
2 44 41768.1
2 45 18334.0
2 46 57892.5
2 47 25648.4
2 48 94199.2
2 49 59531.3
2 50 33833.5
2 51 71971.4
2 52 59975.4
2 53 36500.2
2 54 19083.6
2 55 62577.4
2 56 53096.8
2 57 66745.0
2 58 56454.4
2 59 42019.0
2 60 45352.9
2 61 44095.0
2 62 31185.7
2 63 46881.0
2 64 34871.0
2 65 42092.6
2 66 34524.8
2 67 84009.2
2 68 18473.1
2 69 58234.4
2 70 42481.5
2 71 35661.8
2 72 81735.9
2 73 38691.9
2 74 29152.5
2 75 31182.6
2 76 57072.2
2 77 19217.9
2 78 27483.2
2 79 37618.7
2 80 32379.1
2 81 58211.9
2 82 562.9
2 83 29725.1
2 84 32167.8
2 85 27528.3
2 86 22328.2
2 87 76703.4
2 88 25053.1
2 89 24473.4
2 90 39362.9
2 91 30187.0
2 92 39331.4
2 93 69379.3
2 94 3014.5
2 95 38338.1
2 96 29494.0
2 97 48513.0
2 98 64059.4
2 99 72634.5
3 0 60924.3
3 1 50124.5
3 2 77884.4
3 3 0.0
3 4 83561.4
3 5 46315.7
3 6 44373.7
3 7 59138.5
3 8 55158.7
3 9 75445.1
3 10 39010.8
3 11 77075.7
3 12 47454.6
3 13 58353.4
3 14 83936.7
3 15 85532.5
3 16 36327.0
3 17 49018.2
3 18 58076.4
3 19 45803.4
3 20 54624.5
3 21 48941.9
3 22 95628.9
3 23 60424.3
3 24 77804.8
3 25 47166.7
3 26 80476.1
3 27 32712.1
3 28 44834.3
3 29 43563.6
3 30 47148.1
3 31 50516.2
3 32 68844.9
3 33 70113.4
3 34 49780.0
3 35 66021.3
3 36 39535.5
3 37 46402.0
3 38 78286.1
3 39 72026.1
3 40 37739.9
3 41 79735.7
3 42 53952.2
3 43 49277.2
3 44 62853.5
3 45 74664.0
3 46 27430.0
3 47 54839.3
3 48 69575.1
3 49 18396.8
3 50 85820.7
3 51 62601.6
3 52 38323.5
3 53 52097.1
3 54 62901.8
3 55 20945.2
3 56 47462.6
3 57 45835.7
3 58 42875.9
3 59 81025.1
3 60 32884.4
3 61 42403.5
3 62 67342.1
3 63 38069.2
3 64 50021.1
3 65 72851.8
3 66 68531.2
3 67 76343.4
3 68 59413.1
3 69 41505.9
3 70 79569.5
3 71 42723.6
3 72 20399.2
3 73 56991.7
3 74 50470.3
3 75 47817.7
3 76 41059.4
3 77 73712.6
3 78 54699.5
3 79 83766.8
3 80 46669.0
3 81 41388.1
3 82 78404.3
3 83 61455.0
3 84 59654.7
3 85 50844.8
3 86 73784.6
3 87 38609.8
3 88 64313.4
3 89 56604.5
3 90 42715.8
3 91 52881.6
3 92 83499.6
3 93 10911.9
3 94 77068.6
3 95 56973.8
3 96 48393.1
3 97 32535.1
3 98 70592.1
3 99 71992.2
4 0 40804.9
4 1 40692.5
4 2 5773.5
4 3 83561.5
4 4 0.0
4 5 62767.0
4 6 62744.7
4 7 24809.1
4 8 28879.1
4 9 25972.5
4 10 47788.2
4 11 105486.1
4 12 37389.6
4 13 25723.3
4 14 41390.9
4 15 30409.8
4 16 55840.2
4 17 39545.0
4 18 39071.6
4 19 39163.7
4 20 30684.0
4 21 37747.3
4 22 29150.0
4 23 27254.3
4 24 26671.2
4 25 40431.1
4 26 37374.6
4 27 75898.6
4 28 48837.1
4 29 44032.5
4 30 38391.7
4 31 34201.8
4 32 24965.3
4 33 91461.1
4 34 34873.0
4 35 61265.3
4 36 64254.5
4 37 38590.9
4 38 94138.5
4 39 13978.2
4 40 75013.0
4 41 7817.6
4 42 29954.6
4 43 39804.0
4 44 43003.7
4 45 19426.3
4 46 63569.5
4 47 30898.8
4 48 99876.2
4 49 65208.3
4 50 32606.4
4 51 77648.4
4 52 65652.3
4 53 40463.8
4 54 24760.6
4 55 68254.4
4 56 58773.8
4 57 72422.0
4 58 62131.4
4 59 42075.8
4 60 51029.9
4 61 48058.7
4 62 36862.7
4 63 52558.0
4 64 40548.0
4 65 47769.6
4 66 40201.8
4 67 89686.2
4 68 24150.1
4 69 63911.4
4 70 48158.5
4 71 41338.8
4 72 87412.9
4 73 44368.9
4 74 34829.4
4 75 36623.9
4 76 62749.2
4 77 20679.7
4 78 32733.6
4 79 43295.7
4 80 37900.5
4 81 63888.8
4 82 5533.3
4 83 35402.1
4 84 35617.5
4 85 33205.3
4 86 28005.2
4 87 82380.4
4 88 30730.1
4 89 29723.8
4 90 45039.9
4 91 35864.0
4 92 45008.4
4 93 75056.3
4 94 8462.2
4 95 44015.1
4 96 35171.0
4 97 54190.0
4 98 69736.4
4 99 78311.5
5 0 23451.7
5 1 30233.1
5 2 57090.0
5 3 46315.8
5 4 62767.0
5 5 0.0
5 6 4350.8
5 7 43005.4
5 8 40967.5
5 9 46767.6
5 10 37903.0
5 11 48902.7
5 12 38248.9
5 13 42401.5
5 14 83369.6
5 15 51977.3
5 16 47732.3
5 17 29146.9
5 18 59541.3
5 19 35250.9
5 20 39825.0
5 21 33236.1
5 22 66489.0
5 23 40076.4
5 24 72610.4
5 25 45956.5
5 26 79909.1
5 27 15671.6
5 28 50661.6
5 29 30200.5
5 30 37907.8
5 31 33764.7
5 32 62989.3
5 33 37645.8
5 34 33619.1
5 35 20809.2
5 36 6780.3
5 37 36393.1
5 38 41781.7
5 39 57925.9
5 40 13538.3
5 41 57509.2
5 42 39851.9
5 43 29405.9
5 44 66741.7
5 45 64762.1
5 46 27940.6
5 47 40039.8
5 48 41470.8
5 49 30439.1
5 50 78684.4
5 51 24294.4
5 52 8239.5
5 53 55561.1
5 54 40228.3
5 55 31709.2
5 56 3993.2
5 57 13775.2
5 58 12631.0
5 59 80458.1
5 60 33350.8
5 61 47624.3
5 62 32448.3
5 63 24922.3
5 64 30149.9
5 65 28195.0
5 66 31058.6
5 67 37982.0
5 68 43505.0
5 69 5486.2
5 70 35772.3
5 71 37877.9
5 72 33824.8
5 73 19519.1
5 74 33256.9
5 75 36226.1
5 76 6413.9
5 77 63810.7
5 78 43701.4
5 79 42588.9
5 80 35822.7
5 81 5187.2
5 82 57652.8
5 83 27927.3
5 84 59087.7
5 85 34683.1
5 86 45107.1
5 87 22153.4
5 88 32457.4
5 89 43746.4
5 90 32734.6
5 91 32065.0
5 92 41560.5
5 93 38795.4
5 94 58101.2
5 95 19501.2
5 96 34625.6
5 97 35982.1
5 98 25728.2
5 99 29397.8
6 0 23429.3
6 1 25882.3
6 2 57067.6
6 3 44373.7
6 4 62744.6
6 5 4350.8
6 6 0.0
6 7 39044.8
6 8 36616.7
6 9 46745.3
6 10 34556.7
6 11 50013.5
6 12 33898.0
6 13 38259.8
6 14 79018.8
6 15 52388.4
6 16 45790.2
6 17 24796.1
6 18 55190.5
6 19 30900.1
6 20 35474.2
6 21 28885.2
6 22 66900.2
6 23 37996.1
6 24 68259.6
6 25 41605.7
6 26 75558.2
6 27 16436.7
6 28 48719.6
6 29 25849.6
6 30 33556.9
6 31 29413.9
6 32 58638.5
6 33 39290.8
6 34 29268.3
6 35 24056.3
6 36 4838.2
6 37 32042.2
6 38 43426.7
6 39 53575.0
6 40 14543.3
6 41 57486.8
6 42 35501.1
6 43 25055.1
6 44 62390.9
6 45 60411.2
6 46 25998.5
6 47 35689.0
6 48 42581.6
6 49 28497.1
6 50 74333.5
6 51 25939.4
6 52 6297.5
6 53 51210.3
6 54 40206.0
6 55 29767.2
6 56 3970.9
6 57 14869.5
6 58 10148.0
6 59 76107.2
6 60 31408.8
6 61 45682.3
6 62 32426.0
6 63 22980.2
6 64 25799.1
6 65 31549.1
6 66 31036.3
6 67 39627.0
6 68 39319.4
6 69 3472.1
6 70 39126.4
6 71 33527.1
6 72 32436.3
6 73 19496.8
6 74 28906.1
6 75 31875.2
6 76 4184.6
6 77 59459.8
6 78 39350.5
6 79 45555.8
6 80 31471.9
6 81 3173.1
6 82 57630.5
6 83 27905.0
6 84 54736.8
6 85 30332.3
6 86 45084.8
6 87 22918.4
6 88 32435.1
6 89 39395.6
6 90 28858.2
6 91 28905.9
6 92 44527.4
6 93 36853.3
6 94 58078.9
6 95 19478.9
6 96 30274.8
6 97 34040.1
6 98 28627.2
6 99 32064.2
7 0 22308.1
7 1 16269.6
7 2 19132.1
7 3 59138.5
7 4 24809.1
7 5 43005.4
7 6 39044.8
7 7 0.0
7 8 6130.9
7 9 19320.3
7 10 23365.2
7 11 86989.3
7 12 14494.8
7 13 1073.5
7 14 49745.6
7 15 29601.7
7 16 37567.1
7 17 15122.0
7 18 31896.8
7 19 14740.8
7 20 7935.8
7 21 13324.4
7 22 38213.4
7 23 4829.5
7 24 38268.6
7 25 22592.2
7 26 46285.1
7 27 51475.7
7 28 34612.2
7 29 19609.5
7 30 14568.5
7 31 9778.8
7 32 29156.9
7 33 72964.3
7 34 10450.0
7 35 42768.5
7 36 39831.5
7 37 14203.5
7 38 75641.6
7 39 20672.9
7 40 50590.0
7 41 20983.3
7 42 7325.0
7 43 15381.0
7 44 38043.0
7 45 30281.5
7 46 39146.6
7 47 8150.5
7 48 79950.5
7 49 40785.3
7 50 44203.8
7 51 59151.6
7 52 41229.4
7 53 30863.8
7 54 7307.0
7 55 43831.5
7 56 39012.2
7 57 51954.5
7 58 37708.4
7 59 47597.2
7 60 26606.9
7 61 32568.7
7 62 19350.0
7 63 28135.1
7 64 16125.0
7 65 30831.4
7 66 22689.2
7 67 71189.3
7 68 663.6
7 69 39488.4
7 70 33479.2
7 71 16915.9
7 72 62989.9
7 73 25204.1
7 74 10406.5
7 75 12436.6
7 76 38326.2
7 77 29330.1
7 78 15957.7
7 79 32572.0
7 80 13633.2
7 81 39465.9
7 82 19694.9
7 83 16905.3
7 84 28442.7
7 85 8782.4
7 86 17853.8
7 87 57957.4
7 88 12949.1
7 89 10866.5
7 90 20617.0
7 91 11214.2
7 92 34006.8
7 93 50633.3
7 94 20143.3
7 95 24850.4
7 96 10748.0
7 97 29767.0
7 98 51239.6
7 99 59814.7
8 0 26489.1
8 1 13841.5
8 2 23628.7
8 3 55158.7
8 4 28879.1
8 5 40967.5
8 6 36616.7
8 7 6130.9
8 8 0.0
8 9 24989.8
8 10 19385.4
8 11 84954.3
8 12 8641.4
8 13 5345.8
8 14 46483.7
8 15 35271.2
8 16 33587.3
8 17 12693.9
8 18 25862.2
8 19 10808.5
8 20 1817.2
8 21 10625.9
8 22 43899.4
8 23 9633.7
8 24 35516.1
8 25 16725.5
8 26 43023.2
8 27 49047.6
8 28 28745.4
8 29 16911.0
8 30 9643.5
8 31 7321.8
8 32 25895.0
8 33 73386.3
8 34 7934.5
8 35 46949.6
8 36 37403.4
8 37 9842.8
8 38 76450.0
8 39 17984.8
8 40 48161.9
8 41 26277.8
8 42 1206.5
8 43 12952.9
8 44 34037.9
8 45 27593.4
8 46 35166.7
8 47 2031.9
8 48 77522.4
8 49 36805.5
8 50 41515.7
8 51 59573.5
8 52 38801.3
8 53 24777.6
8 54 12111.2
8 55 39851.6
8 56 38205.7
8 57 49526.4
8 58 35280.4
8 59 44335.4
8 60 22627.1
8 61 26702.0
8 62 24154.2
8 63 25436.6
8 64 13696.9
8 65 35635.6
8 66 27493.4
8 67 72650.4
8 68 6346.6
8 69 37060.3
8 70 38283.4
8 71 12936.0
8 72 59197.0
8 73 27269.3
8 74 8082.7
8 75 7875.8
8 76 35898.1
8 77 26642.0
8 78 9871.4
8 79 37887.7
8 80 9152.4
8 81 37037.8
8 82 23376.6
8 83 21528.9
8 84 25158.6
8 85 6969.8
8 86 23523.3
8 87 55529.3
8 88 17753.3
8 89 4780.2
8 90 17918.5
8 91 11958.4
8 92 39050.9
8 93 46653.5
8 94 21922.3
8 95 27009.3
8 96 7268.6
8 97 25787.2
8 98 55420.6
8 99 62626.7
9 0 24696.0
9 1 32236.3
9 2 20295.5
9 3 75445.1
9 4 25972.5
9 5 46767.6
9 6 46745.3
9 7 19320.3
9 8 24989.8
9 9 0.0
9 10 39671.8
9 11 86785.2
9 12 30801.4
9 13 20149.2
9 14 62028.6
9 15 12186.7
9 16 53873.7
9 17 31088.8
9 18 46629.2
9 19 31047.4
9 20 26794.7
9 21 29631.0
9 22 21117.3
9 23 16584.7
9 24 47778.7
9 25 38898.8
9 26 58482.2
9 27 60675.4
9 28 50918.8
9 29 35537.9
9 30 30875.2
9 31 26027.0
9 32 41733.9
9 33 72760.2
9 34 26756.6
9 35 42564.5
9 36 49031.2
9 37 30510.1
9 38 75437.6
9 39 28841.1
9 40 59318.9
9 41 19035.6
9 42 26184.0
9 43 31347.8
9 44 52775.3
9 45 38214.4
9 46 55453.2
9 47 27009.5
9 48 82364.5
9 49 57091.9
9 50 53713.9
9 51 58947.5
9 52 50429.1
9 53 47327.9
9 54 14442.6
9 55 60138.1
9 56 42774.4
9 57 56422.6
9 58 50284.9
9 59 61847.2
9 60 42913.6
9 61 48875.3
9 62 15774.8
9 63 44063.5
9 64 32091.7
9 65 26197.3
9 66 19315.7
9 67 70985.2
9 68 18885.0
9 69 48659.3
9 70 22321.6
9 71 33222.5
9 72 76629.3
9 73 28369.5
9 74 26419.1
9 75 28743.2
9 76 47497.1
9 77 38105.1
9 78 34816.6
9 79 17591.4
9 80 29939.8
9 81 48636.7
9 82 20858.3
9 83 19402.7
9 84 43175.1
9 85 24819.5
9 86 2032.7
9 87 67157.1
9 88 14730.7
9 89 29725.4
9 90 36923.6
9 91 26008.3
9 92 19304.1
9 93 66940.0
9 94 21937.7
9 95 28015.8
9 96 27054.6
9 97 46073.6
9 98 48357.2
9 99 59610.6
10 0 33741.4
10 1 17165.0
10 2 42111.2
10 3 39010.8
10 4 47788.2
10 5 37903.0
10 6 34556.7
10 7 23365.2
10 8 19385.4
10 9 39671.8
10 10 0.0
10 11 80323.1
10 12 11681.4
10 13 22580.2
10 14 49156.7
10 15 49759.2
10 16 14413.2
10 17 16026.1
10 18 24569.8
10 19 10030.1
10 20 18851.2
10 21 13168.6
10 22 59855.7
10 23 24651.1
10 24 41878.1
10 25 8653.2
10 26 45696.2
10 27 41315.0
10 28 15037.6
10 29 14157.1
10 30 11374.8
10 31 14742.9
10 32 32177.9
10 33 69929.6
10 34 14006.7
10 35 51133.2
10 36 31537.2
10 37 10628.7
10 38 76011.1
10 39 35290.8
10 40 43370.0
10 41 43962.4
10 42 18178.9
10 43 16285.1
10 44 29438.4
10 45 36056.0
10 46 19018.9
10 47 19066.0
10 48 72891.3
10 49 20657.6
10 50 49894.0
10 51 58734.1
10 52 32621.6
10 53 18257.8
10 54 27128.6
10 55 23703.8
10 56 36235.4
10 57 44839.8
10 58 26649.6
10 59 46245.2
10 60 6479.3
10 61 11688.0
10 62 34787.7
10 63 13357.4
10 64 16870.6
10 65 44703.1
10 66 36544.4
10 67 72211.5
10 68 23639.8
10 69 32850.6
10 70 47478.1
10 71 6950.3
10 72 43049.1
10 73 31114.3
10 74 14697.0
10 75 12044.4
10 76 31649.3
10 77 35104.6
10 78 17446.4
10 79 49770.3
10 80 10895.8
10 81 32828.0
10 82 42631.0
10 83 28900.5
10 84 24874.8
10 85 15071.5
10 86 38011.3
10 87 48025.9
10 88 29223.6
10 89 20831.2
10 90 9998.7
10 91 19330.0
10 92 50933.5
10 93 30505.6
10 94 41295.4
10 95 30854.3
10 96 12619.9
10 97 8710.2
10 98 57958.0
10 99 62187.8
11 0 64685.2
11 1 74219.9
11 2 99809.1
11 3 77075.7
11 4 105486.1
11 5 48902.7
11 6 50013.5
11 7 86989.3
11 8 84954.3
11 9 86785.2
11 10 80323.1
11 11 0.0
11 12 82235.6
11 13 86597.3
11 14 127356.3
11 15 89970.7
11 16 90126.9
11 17 73133.7
11 18 103528.0
11 19 79237.7
11 20 83811.7
11 21 77222.8
11 22 104482.5
11 23 83463.5
11 24 116597.1
11 25 88845.3
11 26 123895.8
11 27 44473.3
11 28 93056.2
11 29 74091.0
11 30 81894.5
11 31 77751.5
11 32 106976.0
11 33 15732.1
11 34 77605.9
11 35 45787.9
11 36 49174.9
11 37 80379.8
11 38 18443.4
11 39 101912.6
11 40 43055.6
11 41 100228.3
11 42 83838.7
11 43 73392.7
11 44 109630.4
11 45 108748.8
11 46 70155.9
11 47 84026.5
11 48 7771.2
11 49 72654.5
11 50 122671.1
11 51 29110.6
11 52 50560.5
11 53 98449.8
11 54 82947.4
11 55 72181.8
11 56 51908.9
11 57 38088.2
11 58 55223.7
11 59 124444.8
11 60 75745.5
11 61 90018.9
11 62 72204.3
11 63 67316.9
11 64 74136.6
11 65 62717.0
11 66 70850.7
11 67 25787.8
11 68 87488.9
11 69 48716.8
11 70 70294.3
11 71 81864.6
11 72 61163.5
11 73 63109.7
11 74 77243.6
11 75 80212.8
11 76 49372.6
11 77 107797.4
11 78 87688.1
11 79 77110.9
11 80 79809.5
11 81 48417.9
11 82 100372.0
11 83 70084.0
11 84 103074.3
11 85 78669.8
11 86 84814.8
11 87 42858.4
11 88 75176.5
11 89 87733.1
11 90 75154.7
11 91 77243.5
11 92 76082.5
11 93 76175.2
11 94 100820.4
11 95 63091.8
11 96 78612.4
11 97 78376.7
11 98 43783.2
11 99 34180.1
12 0 24990.3
12 1 11122.8
12 2 32139.1
12 3 47454.6
12 4 37389.6
12 5 38248.9
12 6 33898.0
12 7 14494.8
12 8 8641.4
12 9 30801.4
12 10 11681.4
12 11 82235.6
12 12 0.0
12 13 13709.8
12 14 45188.1
12 15 40888.8
12 16 25467.8
12 17 9975.3
12 18 21359.8
12 19 5314.9
12 20 8301.4
12 21 6269.1
12 22 50985.3
12 23 15780.7
12 24 37909.5
12 25 8245.9
12 26 41727.6
12 27 46328.9
12 28 20265.9
12 29 12554.2
12 30 1093.4
12 31 5872.5
12 32 28209.3
12 33 70667.6
12 34 5136.3
12 35 45450.8
12 36 34684.8
12 37 2491.1
12 38 73731.4
12 39 25508.9
12 40 45443.3
12 41 34788.2
12 42 7435.0
12 43 10234.3
12 44 29031.1
12 45 30313.2
12 46 27462.7
12 47 8516.2
12 48 74803.8
12 49 29101.5
12 50 44235.5
12 51 56854.9
12 52 36082.6
12 53 17850.4
12 54 18258.2
12 55 32147.6
12 56 35487.0
12 57 46807.7
12 58 31879.2
12 59 42276.6
12 60 14923.1
12 61 18222.4
12 62 25917.3
12 63 21079.8
12 64 9971.2
12 65 35832.7
12 66 27674.0
12 67 69931.7
12 68 14769.4
12 69 34341.7
12 70 38607.8
12 71 5232.0
12 72 51493.0
12 73 25770.5
12 74 5826.6
12 75 2225.5
12 76 33179.5
12 77 29361.8
12 78 8412.7
12 79 40899.9
12 80 2758.2
12 81 34319.1
12 82 31887.1
12 83 20030.1
12 84 20906.2
12 85 6201.1
12 86 29140.9
12 87 52810.7
12 88 20353.1
12 89 9924.4
12 90 13561.7
12 91 10459.6
12 92 42063.1
12 93 38949.5
12 94 30551.4
12 95 25510.5
12 96 3746.8
12 97 18083.2
12 98 53921.8
12 99 59908.0
13 0 22108.7
13 1 15484.5
13 2 20046.3
13 3 58353.5
13 4 25723.3
13 5 42401.5
13 6 38259.7
13 7 1073.5
13 8 5345.8
13 9 20149.2
13 10 22580.2
13 11 86597.3
13 12 13709.8
13 13 0.0
13 14 48960.6
13 15 30430.6
13 16 36782.1
13 17 14337.0
13 18 31111.8
13 19 13955.7
13 20 7150.7
13 21 12539.3
13 22 39127.7
13 23 4630.1
13 24 37483.5
13 25 21807.2
13 26 45500.0
13 27 50690.6
13 28 33827.2
13 29 18824.4
13 30 13783.5
13 31 8993.8
13 32 28371.8
13 33 72764.9
13 34 9664.9
13 35 42569.1
13 36 39046.5
13 37 13418.4
13 38 75442.2
13 39 19887.9
13 40 49805.0
13 41 21897.6
13 42 6540.0
13 43 14596.0
13 44 37257.9
13 45 29496.4
13 46 38361.5
13 47 7365.5
13 48 79165.4
13 49 40000.3
13 50 43418.7
13 51 58952.1
13 52 40444.3
13 53 30078.8
13 54 7107.6
13 55 43046.4
13 56 38408.3
13 57 51169.4
13 58 36923.4
13 59 46812.2
13 60 25821.9
13 61 31783.7
13 62 19150.6
13 63 27350.0
13 64 15340.0
13 65 30632.0
13 66 22489.8
13 67 70989.9
13 68 1573.2
13 69 38703.4
13 70 33279.8
13 71 16130.8
13 72 62204.9
13 73 25004.7
13 74 9621.4
13 75 11651.6
13 76 37541.2
13 77 28545.0
13 78 15172.6
13 79 32884.1
13 80 12848.1
13 81 38680.8
13 82 20609.2
13 83 16705.8
13 84 27657.7
13 85 7997.3
13 86 18682.7
13 87 57172.4
13 88 12749.7
13 89 10081.5
13 90 19831.9
13 91 10610.3
13 92 34047.3
13 93 49848.3
13 94 21057.6
13 95 24650.9
13 96 9963.0
13 97 28982.0
13 98 51040.2
13 99 59615.3
14 0 69870.7
14 1 56243.6
14 2 42148.1
14 3 83936.7
14 4 41390.9
14 5 83369.6
14 6 79018.8
14 7 49745.6
14 8 46483.7
14 9 62028.6
14 10 49156.8
14 11 127356.3
14 12 45188.2
14 13 48960.6
14 14 0.0
14 15 66881.0
14 16 49558.7
14 17 55096.0
14 18 28436.9
14 19 50503.0
14 20 47376.8
14 21 51389.9
14 22 66744.2
14 23 53248.4
14 24 15533.8
14 25 40598.1
14 26 5349.0
14 27 90340.7
14 28 42140.1
14 29 57675.0
14 30 46281.6
14 31 50703.4
14 32 24209.1
14 33 115788.4
14 34 50176.0
14 35 90331.1
14 36 79805.5
14 37 47679.3
14 38 118852.1
14 39 36230.7
14 40 90564.1
14 41 44797.2
14 42 46572.8
14 43 55355.0
14 44 26780.2
14 45 24500.1
14 46 68044.6
14 47 47591.6
14 48 119924.5
14 49 66040.9
14 50 13023.2
14 51 101975.6
14 52 81203.4
14 53 32516.1
14 54 55725.9
14 55 70222.1
14 56 80607.8
14 57 91928.5
14 58 75675.3
14 59 6700.3
14 60 55504.9
14 61 41777.1
14 62 67768.9
14 63 62383.1
14 64 55091.9
14 65 79250.3
14 66 71108.1
14 67 115052.5
14 68 49961.3
14 69 79462.4
14 70 81898.1
14 71 48986.8
14 72 90280.2
14 73 70650.9
14 74 50866.3
14 75 47265.1
14 76 78300.2
14 77 24500.1
14 78 40385.5
14 79 77831.1
14 80 47946.3
14 81 79439.8
14 82 41896.0
14 83 64910.5
14 84 24754.9
14 85 50351.4
14 86 63112.9
14 87 97051.7
14 88 61368.0
14 89 42723.2
14 90 57929.1
14 91 55340.0
14 92 79265.9
14 93 73819.1
14 94 43525.4
14 95 70390.9
14 96 48786.5
14 97 56389.9
14 98 98802.2
14 99 105028.8
15 0 28959.1
15 1 42323.7
15 2 24732.8
15 3 85532.5
15 4 30409.8
15 5 51977.3
15 6 52388.4
15 7 29601.7
15 8 35271.2
15 9 12186.7
15 10 49759.2
15 11 89970.7
15 12 40888.8
15 13 30430.6
15 14 66881.0
15 15 0.0
15 16 63961.1
15 17 41176.2
15 18 56977.5
15 19 41134.8
15 20 37076.1
15 21 39718.4
15 22 17801.3
15 23 26672.1
15 24 52631.1
15 25 48986.2
15 26 63334.6
15 27 66318.5
15 28 61006.2
15 29 45594.0
15 30 40962.5
15 31 36114.4
15 32 48907.6
15 33 75945.7
15 34 36844.0
15 35 45749.9
15 36 54674.3
15 37 40597.5
15 38 78488.0
15 39 34512.6
15 40 64962.0
15 41 23473.0
15 42 36465.4
15 43 41435.2
15 44 63123.6
15 45 43066.8
15 46 65540.6
15 47 37290.9
15 48 85550.0
15 49 67179.3
15 50 58566.3
15 51 62133.0
15 52 56072.2
15 53 57676.2
15 54 24530.0
15 55 70225.4
