100 10000
4 42 1107.0
4 43 1581.9
4 44 4422.7
4 45 3790.0
4 46 7045.3
4 47 4315.1
4 48 4114.8
4 49 8542.1
4 50 5996.5
4 51 2453.8
4 52 4480.6
4 53 4663.0
4 54 3321.6
4 55 5903.9
4 56 5217.2
4 57 6640.7
4 58 3403.6
4 59 1754.9
4 60 3883.6
4 61 3191.8
4 62 6014.9
4 63 6699.9
4 64 4935.1
4 65 3157.7
4 66 6239.5
4 67 3091.6
4 68 3042.7
4 69 4109.5
4 70 3078.1
4 71 3645.4
4 72 5095.2
4 73 6874.0
4 74 1288.1
4 75 4123.1
4 76 4613.5
4 77 4611.8
4 78 3473.9
4 79 5588.2
4 80 7298.4
4 81 7117.6
4 82 4809.5
4 83 7584.9
4 84 2417.5
4 85 2561.0
4 86 5952.6
4 87 6806.2
4 88 4206.0
4 89 7214.6
4 90 4158.9
4 91 3526.1
4 92 7147.5
4 93 6328.5
4 94 6977.9
4 95 4615.3
4 96 3705.1
4 97 6051.8
4 98 4782.7
4 99 4764.2
5 0 1843.0
5 1 2741.3
5 2 1140.7
5 3 3896.1
5 4 5085.2
5 5 0.0
5 6 2523.4
5 7 585.3
5 8 2372.1
5 9 1476.3
5 10 3148.0
5 11 3112.8
5 12 3422.5
5 13 3132.9
5 14 2156.9
5 15 2189.6
5 16 1894.6
5 17 1796.0
5 18 1276.5
5 19 3952.8
5 20 1302.5
5 21 2803.2
5 22 1528.6
5 23 2287.9
5 24 1628.8
5 25 2139.7
5 26 2483.7
5 27 1188.4
5 28 3205.5
5 29 2676.4
5 30 1622.4
5 31 3050.2
5 32 4346.9
5 33 1824.2
5 34 3029.9
5 35 5611.2
5 36 1702.4
5 37 1518.2
5 38 1932.6
5 39 1806.6
5 40 2068.3
5 41 2351.7
5 42 4203.6
5 43 3505.5
5 44 808.2
5 45 2404.6
5 46 2530.9
5 47 2741.9
5 48 2708.5
5 49 4424.3
5 50 2060.4
5 51 2847.6
5 52 3385.7
5 53 3568.2
5 54 2528.3
5 55 1778.9
5 56 132.0
5 57 2704.6
5 58 1935.5
5 59 4111.4
5 60 1528.8
5 61 2462.1
5 62 1500.5
5 63 2297.8
5 64 2781.8
5 65 3036.9
5 66 1450.8
5 67 4416.7
5 68 4518.3
5 69 3491.8
5 70 4432.1
5 71 4661.1
5 72 1570.4
5 73 2472.0
5 74 4363.5
5 75 3637.8
5 76 3040.3
5 77 3517.0
5 78 2723.0
5 79 1618.4
5 80 3157.8
5 81 2977.0
5 82 1784.3
5 83 4422.1
5 84 2667.7
5 85 3066.6
5 86 1438.2
5 87 2291.8
5 88 2226.6
5 89 2962.6
5 90 926.3
5 91 1678.4
5 92 3328.5
5 93 1539.8
5 94 2860.1
5 95 4427.6
5 96 1492.9
5 97 1263.1
5 98 526.6
5 99 819.2
6 0 3524.3
6 1 816.0
6 2 1400.0
6 3 5144.8
6 4 3135.4
6 5 2523.4
6 6 0.0
6 7 2537.9
6 8 1529.6
6 9 3157.6
6 10 5374.9
6 11 5339.8
6 12 3401.3
6 13 4973.2
6 14 4109.5
6 15 2965.1
6 16 3705.3
6 17 2047.9
6 18 2957.9
6 19 3714.3
6 20 2983.9
6 21 657.6
6 22 3755.6
6 23 4128.2
6 24 3581.4
6 25 3006.5
6 26 2384.4
6 27 3415.3
6 28 4886.8
6 29 4629.1
6 30 3411.9
6 31 4731.5
6 32 2397.1
6 33 3505.5
6 34 2597.0
6 35 5645.9
6 36 3454.3
6 37 1550.5
6 38 1296.4
6 39 4033.6
6 40 2229.0
6 41 2352.4
6 42 3073.8
6 43 1555.7
6 44 1860.9
6 45 2656.5
6 46 4483.6
6 47 2837.1
6 48 2803.8
6 49 6105.7
6 50 4287.4
6 51 1717.8
6 52 3630.2
6 53 3812.6
6 54 2234.2
6 55 3460.2
6 56 2655.4
6 57 4931.6
6 58 2094.6
6 59 1645.9
6 60 1707.5
6 61 1236.1
6 62 3453.1
6 63 4138.1
6 64 3648.6
6 65 2092.0
6 66 3677.7
6 67 3858.9
6 68 3810.1
6 69 3043.7
6 70 3845.5
6 71 4605.0
6 72 3585.2
6 73 4312.2
6 74 2413.6
6 75 3304.2
6 76 3135.5
6 77 3761.5
6 78 2408.2
6 79 3299.7
6 80 4839.1
6 81 4658.4
6 82 3465.6
6 83 6103.4
6 84 889.7
6 85 601.0
6 86 3390.8
6 87 4244.4
6 88 2928.1
6 89 4755.4
6 90 1597.1
6 91 1285.0
6 92 5009.8
6 93 3766.7
6 94 4541.4
6 95 4672.1
6 96 1212.4
6 97 3490.0
6 98 2221.0
6 99 2202.4
7 0 1741.0
7 1 2755.8
7 2 1155.2
7 3 3811.8
7 4 5099.7
7 5 585.3
7 6 2537.9
7 7 0.0
7 8 2386.6
7 9 1413.4
7 10 3063.7
7 11 2987.9
7 12 3437.0
7 13 2547.6
7 14 1571.6
7 15 2126.7
7 16 1309.3
7 17 1810.4
7 18 740.0
7 19 4538.1
7 20 901.6
7 21 2817.7
7 22 1444.4
7 23 1702.6
7 24 1043.5
7 25 2076.7
7 26 2498.1
7 27 1104.1
7 28 2657.7
7 29 2091.1
7 30 1037.1
7 31 2502.4
7 32 4361.4
7 33 1276.4
7 34 3044.4
7 35 5625.7
7 36 1146.5
7 37 1532.7
7 38 1947.0
7 39 1722.4
7 40 2082.8
7 41 2366.2
7 42 4218.1
7 43 3520.0
7 44 812.9
7 45 2419.1
7 46 1945.6
7 47 3327.1
7 48 3293.8
7 49 3876.6
7 50 1976.2
7 51 2862.1
7 52 3400.2
7 53 3582.6
7 54 2542.8
7 55 1231.1
7 56 717.3
7 57 2513.8
7 58 1950.0
7 59 4125.9
7 60 1543.3
7 61 2476.6
7 62 915.2
7 63 1712.5
7 64 2718.9
7 65 3051.4
7 66 1366.5
7 67 4431.2
7 68 4532.8
7 69 3506.2
7 70 4446.5
7 71 4675.6
7 72 2155.7
7 73 1886.7
7 74 4377.9
7 75 3652.3
7 76 3625.6
7 77 3531.5
7 78 2737.5
7 79 1289.1
7 80 2590.8
7 81 2429.3
7 82 1698.9
7 83 4264.6
7 84 2682.2
7 85 3081.1
7 86 852.9
7 87 1706.5
7 88 2163.7
7 89 2377.3
7 90 940.8
7 91 1692.8
7 92 2780.7
7 93 1455.5
7 94 2312.3
7 95 4442.1
7 96 1507.3
7 97 1178.8
7 98 577.5
7 99 904.4
8 0 3373.0
8 1 2261.7
8 2 1519.5
8 3 3626.8
8 4 4154.3
8 5 2372.1
8 6 1529.6
8 7 2386.6
8 8 0.0
8 9 3006.3
8 10 3978.0
8 11 4020.8
8 12 3936.6
8 13 4821.8
8 14 3958.2
8 15 3135.6
8 16 3553.9
8 17 2310.1
8 18 2806.5
8 19 2530.0
8 20 2832.5
8 21 2187.2
8 22 3002.1
8 23 3976.8
8 24 3430.1
8 25 3085.7
8 26 2906.3
8 27 3264.0
8 28 4735.5
8 29 4477.7
8 30 3260.6
8 31 4580.2
8 32 3355.7
8 33 3354.2
8 34 3544.1
8 35 6125.3
8 36 3303.0
8 37 1812.7
8 38 1613.9
8 39 2724.0
8 40 2491.2
8 41 2774.6
8 42 4318.2
8 43 3025.9
8 44 1709.6
8 45 2918.7
8 46 4314.2
8 47 1319.1
8 48 1285.7
8 49 5954.3
8 50 2968.4
8 51 2962.2
8 52 3899.8
8 53 4082.3
8 54 2850.1
8 55 3308.9
8 56 2504.1
8 57 3612.6
8 58 2356.8
8 59 2428.8
8 60 1969.6
8 61 2480.5
8 62 3301.8
8 63 3986.7
8 64 3727.8
8 65 3336.4
8 66 3316.2
8 67 4930.8
8 68 5032.4
8 69 4005.9
8 70 4946.2
8 71 5175.3
8 72 2067.1
8 73 4160.9
8 74 3729.5
8 75 4151.9
8 76 1617.5
8 77 4031.1
8 78 3182.8
8 79 3148.4
8 80 4687.8
8 81 4507.0
8 82 3314.3
8 83 5952.1
8 84 2188.1
8 85 2072.8
8 86 3239.5
8 87 4075.0
8 88 3172.6
8 89 4604.0
8 90 1565.5
8 91 1547.1
8 92 4858.5
8 93 3308.7
8 94 4390.1
8 95 4941.7
8 96 1474.6
8 97 3267.6
8 98 2069.6
8 99 2051.1
9 0 373.7
9 1 3349.5
9 2 1774.9
9 3 5001.1
9 4 4939.6
9 5 1476.3
9 6 3157.6
9 7 1413.4
9 8 3006.3
9 9 0.0
9 10 4253.1
9 11 4217.2
9 12 2356.7
9 13 2950.1
9 14 2800.9
9 15 713.3
9 16 1880.5
9 17 1594.2
9 18 894.6
9 19 5429.1
9 20 758.6
9 21 3411.3
9 22 2633.7
9 23 2303.4
9 24 2272.8
9 25 663.4
9 26 1711.6
9 27 2293.4
9 28 2735.8
9 29 3307.6
9 30 1587.2
9 31 2580.5
9 32 4955.1
9 33 1354.5
9 34 1985.1
9 35 4545.5
9 36 1629.6
9 37 2092.7
9 38 2566.8
9 39 2911.7
9 40 1467.9
9 41 1385.6
9 42 3853.2
9 43 4113.7
9 44 1432.7
9 45 1359.7
9 46 3174.9
9 47 4218.2
9 48 4184.8
9 49 3954.6
9 50 3165.5
9 51 2485.8
9 52 2320.0
9 53 2502.4
9 54 1800.3
9 55 1309.2
9 56 1608.3
9 57 3743.1
9 58 1796.1
9 59 4745.7
9 60 1934.6
9 61 2860.3
9 62 1899.8
9 63 2313.3
9 64 1305.5
9 65 1992.0
9 66 2555.9
9 67 3351.0
9 68 3452.6
9 69 2446.9
9 70 3366.3
9 71 3595.4
9 72 3046.7
9 73 2487.5
9 74 4971.6
9 75 2572.0
9 76 4516.6
9 77 2451.2
9 78 1678.2
9 79 854.4
9 80 2688.1
9 81 2507.3
9 82 308.0
9 83 3588.0
9 84 3275.9
9 85 3700.8
9 86 1717.2
9 87 2935.7
9 88 750.3
9 89 2604.3
9 90 1560.6
9 91 2312.6
9 92 2652.5
9 93 2644.8
9 94 2390.3
9 95 3361.9
9 96 2127.1
9 97 2368.2
9 98 1376.5
9 99 1631.8
10 0 4619.7
10 1 5592.9
10 2 3992.2
10 3 3004.6
10 4 7006.1
10 5 3148.0
10 6 5374.9
10 7 3063.7
10 8 3978.0
10 9 4253.1
10 10 0.0
10 11 2205.0
10 12 6274.0
10 13 4195.2
10 14 2819.3
10 15 4966.4
10 16 2979.7
10 17 4647.5
10 18 3774.3
10 19 4952.4
10 20 3935.9
10 21 5654.7
10 22 1619.4
10 23 3350.2
10 24 2412.8
10 25 4916.4
10 26 5335.2
10 27 1990.1
10 28 4513.3
10 29 3503.4
10 30 3297.5
10 31 4933.6
10 32 6207.5
10 33 3691.5
10 34 5881.5
10 35 8462.8
10 36 3250.7
10 37 4369.8
10 38 4784.1
10 39 1363.4
10 40 4919.8
10 41 5203.2
10 42 7055.2
10 43 6357.0
10 44 3652.6
10 45 5256.1
10 46 2674.0
10 47 3741.4
10 48 3708.1
10 49 6307.6
10 50 1152.6
10 51 5699.2
10 52 6237.2
10 53 6419.7
10 54 5379.9
10 55 3715.2
10 56 3016.0
10 57 1796.8
10 58 4787.0
10 59 5280.6
10 60 4380.3
10 61 5313.6
10 62 2778.9
10 63 3360.1
10 64 5558.5
10 65 5888.4
10 66 1928.5
10 67 7268.2
10 68 7369.8
10 69 6343.3
10 70 7283.6
10 71 7512.7
10 72 2601.0
10 73 3534.2
10 74 6581.3
10 75 6489.3
10 76 4039.8
10 77 6368.5
10 78 5574.6
10 79 4199.1
10 80 4238.3
10 81 4419.0
10 82 4561.0
10 83 6695.8
10 84 5519.2
10 85 5746.6
10 86 2924.6
10 87 2625.5
10 88 5003.4
10 89 4024.8
10 90 3777.9
10 91 4529.9
10 92 5211.9
10 93 1945.9
10 94 4743.5
10 95 7279.1
10 96 4344.4
10 97 1884.9
10 98 3378.1
10 99 3645.8
11 0 4323.9
11 1 5557.7
11 2 3957.1
11 3 3327.6
11 4 7048.9
11 5 3112.8
11 6 5339.8
11 7 2987.9
11 8 4020.8
11 9 4217.2
11 10 2205.0
11 11 0.0
11 12 6238.8
11 13 3770.6
11 14 1736.0
11 15 4930.5
11 16 2555.1
11 17 4612.3
11 18 3403.6
11 19 4995.1
11 20 3565.2
11 21 5619.5
11 22 1584.2
11 23 2925.6
11 24 1988.2
11 25 4880.5
11 26 5300.0
11 27 1955.0
11 28 4088.7
11 29 2268.0
11 30 2872.9
11 31 4509.0
11 32 6250.2
11 33 3266.9
11 34 5846.3
11 35 8427.6
11 36 2826.1
11 37 4334.6
11 38 4748.9
11 39 1328.2
11 40 4884.7
11 41 5168.1
11 42 7020.0
11 43 6321.9
11 44 3617.5
11 45 5221.0
11 46 1303.4
11 47 3784.2
11 48 3750.8
11 49 5883.0
11 50 1052.4
11 51 5664.0
11 52 6202.1
11 53 6384.5
11 54 5344.7
11 55 3290.6
11 56 2980.9
11 57 474.1
11 58 4751.9
11 59 5323.3
11 60 4345.1
11 61 5278.5
11 62 2354.3
11 63 2935.5
11 64 5427.2
11 65 5853.2
11 66 1893.4
11 67 7233.1
11 68 7334.7
11 69 6308.1
11 70 7248.4
11 71 7477.5
11 72 2609.3
11 73 3109.6
11 74 6624.0
11 75 6454.1
11 76 4082.6
11 77 6333.3
11 78 5539.4
11 79 3774.6
11 80 3813.7
11 81 3994.5
11 82 4362.6
11 83 6271.2
11 84 5484.1
11 85 5789.3
11 86 2500.0
11 87 1542.2
11 88 4967.4
11 89 3600.2
11 90 3742.7
11 91 4494.7
11 92 4787.3
11 93 1910.7
11 94 4318.9
11 95 7244.0
11 96 4309.2
11 97 1849.7
11 98 3342.9
11 99 3610.7
12 0 2384.8
12 1 3026.4
12 2 2620.0
12 3 7022.1
12 4 4201.3
12 5 3422.5
12 6 3401.3
12 7 3437.0
12 8 3936.6
12 9 2356.7
12 10 6274.0
12 11 6238.8
12 12 0.0
12 13 4960.8
12 14 5008.6
12 15 1643.4
12 16 4096.4
12 17 1626.5
12 18 3185.5
12 19 6455.1
12 20 3024.0
12 21 3088.3
12 22 4654.6
12 23 4514.2
12 24 4480.5
12 25 1693.4
12 26 1389.0
12 27 4314.3
12 28 4746.5
12 29 5528.1
12 30 3943.9
12 31 4568.4
12 32 4632.0
12 33 3365.2
12 34 820.2
12 35 2401.2
12 36 3986.3
12 37 2125.0
12 38 2872.0
12 39 4932.6
12 40 1500.2
12 41 1370.9
12 42 3094.3
12 43 3790.6
12 44 2760.0
12 45 1070.6
12 46 5382.6
12 47 5244.1
12 48 5210.8
12 49 5942.6
12 50 5186.4
12 51 2013.3
12 52 279.3
12 53 461.7
12 54 1580.7
12 55 3321.0
12 56 3554.5
12 57 5830.6
12 58 1804.7
12 59 4525.6
12 60 1966.9
12 61 2433.0
12 62 4256.6
12 63 4524.2
12 64 2335.5
12 65 1309.4
12 66 4576.8
12 67 1122.6
12 68 1224.2
12 69 372.5
12 70 1137.9
12 71 1367.0
12 72 4864.3
12 73 4698.3
12 74 4648.5
12 75 396.8
12 76 5542.5
12 77 410.5
12 78 1191.8
12 79 3005.3
12 80 4698.8
12 81 4518.0
12 82 2226.6
12 83 4985.3
12 84 2952.8
12 85 3827.3
12 86 4073.9
12 87 5143.4
12 88 1606.4
12 89 4615.0
12 90 2556.2
12 91 2648.6
12 92 4548.0
12 93 4665.7
12 94 4378.3
12 95 1274.6
12 96 2463.1
12 97 4389.1
12 98 3120.0
12 99 3101.5
13 0 2691.7
13 1 5191.1
13 2 3590.5
13 3 4990.8
13 4 7535.0
13 5 3132.9
13 6 4973.2
13 7 2547.6
13 8 4821.8
13 9 2950.1
13 10 4195.2
13 11 3770.6
13 12 4960.8
13 13 0.0
13 14 2205.8
13 15 3317.4
13 16 1654.2
13 17 4216.9
13 18 2217.2
13 19 6619.0
13 20 2378.8
13 21 5252.9
13 22 3151.9
13 23 845.0
13 24 1820.7
13 25 3267.5
13 26 4327.4
13 27 3103.3
13 28 834.3
13 29 2316.1
13 30 2330.5
13 31 1428.7
13 32 6796.7
13 33 1595.7
13 34 4589.9
13 35 7149.6
13 36 2023.2
13 37 3968.0
13 38 4382.3
13 39 2920.6
13 40 4090.6
13 41 4001.5
13 42 6474.0
13 43 5955.3
13 44 3248.2
13 45 3975.6
13 46 2671.8
13 47 5408.0
13 48 5374.7
13 49 2762.9
13 50 3107.6
13 51 5106.6
13 52 4924.1
13 53 5106.5
13 54 4417.9
13 55 1663.7
13 56 3264.9
13 57 3296.5
13 58 4385.3
13 59 6561.2
13 60 3978.5
13 61 4911.9
13 62 1901.2
13 63 835.1
13 64 3773.6
13 65 4607.2
13 66 3365.7
13 67 5955.1
13 68 6056.7
13 69 5051.7
13 70 5970.4
13 71 6199.5
13 72 4225.6
13 73 704.1
13 74 6813.2
13 75 5176.1
13 76 5706.4
13 77 5055.3
13 78 4293.4
13 79 2162.0
13 80 559.3
13 81 740.0
13 82 2874.5
13 83 3313.7
13 84 5117.5
13 85 5516.4
13 86 2046.9
13 87 2399.6
13 88 3354.4
13 89 345.8
13 90 3376.1
13 91 4128.1
13 92 2482.2
13 93 3454.7
13 94 2013.8
13 95 5966.0
13 96 3942.6
13 97 3178.0
13 98 3125.1
13 99 3447.4
14 0 2906.2
14 1 4327.5
14 2 2726.8
14 3 3615.0
14 4 6671.3
14 5 2156.9
14 6 4109.5
14 7 1571.6
14 8 3958.2
14 9 2800.9
14 10 2819.3
14 11 1736.0
14 12 5008.6
14 13 2205.8
14 14 0.0
14 15 3514.2
14 16 1133.3
14 17 3382.1
14 18 1987.4
14 19 5243.1
14 20 2148.9
14 21 4389.3
14 22 1776.1
14 23 1360.7
14 24 528.1
14 25 3464.2
14 26 4069.8
14 27 2127.3
14 28 2523.9
14 29 684.1
14 30 1456.7
14 31 3087.2
14 32 5933.1
14 33 1845.1
14 34 4616.1
14 35 7197.4
14 36 1409.8
14 37 3104.4
14 38 3518.7
14 39 1544.8
14 40 3654.4
14 41 3937.8
14 42 5789.8
14 43 5091.6
14 44 2384.6
14 45 3990.7
14 46 466.1
14 47 4032.2
14 48 3998.9
14 49 4452.5
14 50 1731.8
14 51 4433.8
14 52 4971.8
14 53 5154.3
14 54 4114.5
14 55 1872.9
14 56 2288.9
14 57 1309.7
14 58 3521.6
14 59 5571.3
14 60 3114.9
14 61 4048.2
14 62 938.0
14 63 1370.7
14 64 4009.4
14 65 4623.0
14 66 2085.3
14 67 6002.8
14 68 6104.4
14 69 5077.9
14 70 6018.2
14 71 6247.3
14 72 2849.8
14 73 1544.8
14 74 5949.6
14 75 5223.9
14 76 4330.6
14 77 5103.1
14 78 4309.2
14 79 2356.8
14 80 2248.9
14 81 2429.6
14 82 2946.3
14 83 4849.4
14 84 4253.8
14 85 4652.7
14 86 1083.7
14 87 193.8
14 88 3551.2
14 89 2035.4
14 90 2512.5
14 91 3264.5
14 92 3365.5
14 93 2102.6
14 94 2897.1
14 95 6013.7
14 96 3079.0
14 97 2041.6
14 98 2149.1
14 99 2476.1
15 0 741.4
15 1 2661.5
15 2 1829.5
15 3 5714.4
15 4 4243.0
15 5 2189.6
15 6 2965.1
15 7 2126.7
15 8 3135.6
15 9 713.3
15 10 4966.4
15 11 4930.5
15 12 1643.4
15 13 3317.4
15 14 3514.2
15 15 0.0
15 16 2453.0
15 17 917.2
15 18 1542.1
15 19 5654.1
15 20 1380.5
15 21 2723.4
15 22 3347.0
15 23 2870.8
15 24 2986.1
15 25 49.9
15 26 1010.0
15 27 3006.7
15 28 3103.1
15 29 4020.9
15 30 2300.5
15 31 2925.0
15 32 4267.1
15 33 1721.7
15 34 1272.4
15 35 3832.2
15 36 2342.9
15 37 1415.7
15 38 2185.2
15 39 3625.0
15 40 790.9
15 41 684.1
15 42 3156.6
15 43 3425.7
15 44 1820.2
15 45 658.2
15 46 3888.2
15 47 4443.2
15 48 4409.8
15 49 4299.1
15 50 3878.8
15 51 1789.2
15 52 1606.7
15 53 1789.1
15 54 1100.4
15 55 1677.6
15 56 2321.6
15 57 4456.4
15 58 1109.3
15 59 4160.7
15 60 1257.7
15 61 2172.4
15 62 2613.1
15 63 2880.7
15 64 692.1
